__source_id,__source_name,skill_name,skill_category,company_name,company_size,industry,city,country,country_iso,latitude,longitude,population,role_name,job_level,employment_type,skill_level_required,posted_date,min_salary,max_salary,currency,required_exp_years,education_level,job_description,remote_option
108,DATA.csv,"Python, LLMs, Prompt Engineering",__NA__,__NA__,Large,Finance,Abu Dhabi,UAE,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,304750,304750,AED,1,Masters,__NA__,Onsite
109,DATA.csv,"PyTorch, Transformers, Reinforcement Learning",__NA__,__NA__,Medium,Technology,Hyderabad,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,2770300,2770300,INR,7,Diploma,__NA__,Remote
110,DATA.csv,"Prompt Engineering, A/B Testing, Python",__NA__,__NA__,Startup,Technology,New York,United States,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,223100,223100,USD,3,Masters,__NA__,Onsite
111,DATA.csv,"Python, TensorFlow, Docker",__NA__,__NA__,Large,E-commerce,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2025,213400,213400,SGD,10,Bachelors,__NA__,Hybrid
112,DATA.csv,"Evaluation, Python, A/B Testing",__NA__,__NA__,Startup,Healthcare,Lyon,France,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,154100,154100,EUR,11,Bachelors,__NA__,Hybrid
113,DATA.csv,"Kubernetes, TensorFlow, Python",__NA__,__NA__,Medium,Education,Gurugram,India,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2025,1360700,1360700,INR,1,Bachelors,__NA__,Remote
114,DATA.csv,"Transformers, RAG, Vector Databases",__NA__,__NA__,Large,Consulting,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2025,413750,413750,AED,3,Masters,__NA__,Remote
115,DATA.csv,"Python, Evaluation, A/B Testing",__NA__,__NA__,Large,Finance,New York,United States,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,207000,207000,USD,11,Bachelors,__NA__,Onsite
116,DATA.csv,"Vector Databases, Python, PyTorch",__NA__,__NA__,Medium,Consulting,Frankfurt,Germany,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,95000,95000,EUR,0,PhD,__NA__,Remote
117,DATA.csv,"Vector Databases, LangChain, Transformers",__NA__,__NA__,Large,Healthcare,Amsterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,195000,195000,EUR,12,Diploma,__NA__,Onsite
118,DATA.csv,"RAG, Transformers, Vector Databases",__NA__,__NA__,Large,Technology,Noida,India,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,1873750,1873750,INR,11,Bachelors,__NA__,Hybrid
119,DATA.csv,"Python, RAG, PyTorch",__NA__,__NA__,Medium,Education,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2024,160000,160000,SGD,10,PhD,__NA__,Remote
120,DATA.csv,"Prompt Engineering, A/B Testing, LLMs",__NA__,__NA__,Startup,E-commerce,Marseille,France,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,138000,138000,EUR,7,Bachelors,__NA__,Hybrid
121,DATA.csv,"PyTorch, Distributed Training, Deep Learning",__NA__,__NA__,Medium,Consulting,Munich,Germany,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,141700,141700,EUR,5,Bachelors,__NA__,Hybrid
122,DATA.csv,"LLMs, Prompt Engineering, Python",__NA__,__NA__,Large,Consulting,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2022,197800,197800,SGD,6,Diploma,__NA__,Onsite
123,DATA.csv,"Reinforcement Learning, Distributed Training, Transformers",__NA__,__NA__,Startup,Healthcare,Noida,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2025,3105700,3105700,INR,15,Bachelors,__NA__,Hybrid
124,DATA.csv,"Python, LLMs, A/B Testing",__NA__,__NA__,Startup,Consulting,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2022,151800,151800,AUD,6,Bachelors,__NA__,Remote
125,DATA.csv,"PyTorch, RAG, LangChain",__NA__,__NA__,Startup,Finance,Eindhoven,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2024,143750,143750,EUR,13,Masters,__NA__,Onsite
126,DATA.csv,"Deep Learning, PyTorch, Reinforcement Learning",__NA__,__NA__,Medium,Education,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2020,180700,180700,AUD,2,PhD,__NA__,Remote
127,DATA.csv,"Transformers, Reinforcement Learning, Deep Learning",__NA__,__NA__,Medium,Finance,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2024,275600,275600,SGD,14,Bachelors,__NA__,Onsite
128,DATA.csv,"Pandas, NumPy, Statistics",__NA__,__NA__,Medium,Technology,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2020,217000,217000,SGD,14,PhD,__NA__,Onsite
129,DATA.csv,"Python, RAG, Vector Databases",__NA__,__NA__,Startup,Finance,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,146250,146250,EUR,6,Bachelors,__NA__,Remote
130,DATA.csv,"Reinforcement Learning, PyTorch, Transformers",__NA__,__NA__,Medium,Healthcare,Amsterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2020,140400,140400,EUR,6,Masters,__NA__,Onsite
131,DATA.csv,"Docker, MLflow, PyTorch",__NA__,__NA__,Large,Education,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2022,124300,124300,AUD,1,PhD,__NA__,Onsite
132,DATA.csv,"Kubernetes, MLflow, TensorFlow",__NA__,__NA__,Large,E-commerce,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2021,155100,155100,AUD,12,Masters,__NA__,Onsite
133,DATA.csv,"Statistics, Python, Pandas",__NA__,__NA__,Medium,Finance,Marseille,France,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,139000,139000,EUR,8,PhD,__NA__,Remote
134,DATA.csv,"Distributed Training, Transformers, Reinforcement Learning",__NA__,__NA__,Medium,Technology,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2022,174200,174200,AUD,12,Bachelors,__NA__,Hybrid
135,DATA.csv,"Statistics, Python, Pandas",__NA__,__NA__,Startup,E-commerce,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2022,102000,102000,SGD,6,Masters,__NA__,Onsite
136,DATA.csv,"LLMs, Evaluation, Prompt Engineering",__NA__,__NA__,Medium,Consulting,Berlin,Germany,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,177100,177100,EUR,14,Diploma,__NA__,Hybrid
137,DATA.csv,"Docker, Python, MLflow",__NA__,__NA__,Medium,Finance,New York,United States,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2022,149600,149600,USD,1,Diploma,__NA__,Onsite
138,DATA.csv,"LangChain, Transformers, PyTorch",__NA__,__NA__,Large,Finance,Paris,France,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2025,93750,93750,EUR,3,Bachelors,__NA__,Hybrid
139,DATA.csv,"LLMs, Python, Evaluation",__NA__,__NA__,Startup,Education,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2020,499100,499100,AED,12,Diploma,__NA__,Remote
140,DATA.csv,"Python, Pandas, Statistics",__NA__,__NA__,Startup,Consulting,Montreal,Canada,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,119000,119000,CAD,7,PhD,__NA__,Remote
141,DATA.csv,"Transformers, PyTorch, Reinforcement Learning",__NA__,__NA__,Startup,Healthcare,Ottawa,Canada,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2022,131300,131300,CAD,0,Masters,__NA__,Remote
142,DATA.csv,"Docker, TensorFlow, Python",__NA__,__NA__,Medium,Technology,Toronto,Canada,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2025,121000,121000,CAD,1,Masters,__NA__,Onsite
143,DATA.csv,"Python, A/B Testing, LLMs",__NA__,__NA__,Large,Technology,Gurugram,India,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,1976850,1976850,INR,12,Masters,__NA__,Onsite
144,DATA.csv,"Docker, TensorFlow, Python",__NA__,__NA__,Large,E-commerce,Austin,United States,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2025,276100,276100,USD,12,Bachelors,__NA__,Hybrid
145,DATA.csv,"Transformers, Distributed Training, Reinforcement Learning",__NA__,__NA__,Medium,Technology,Dubai,UAE,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2025,495300,495300,AED,4,PhD,__NA__,Onsite
146,DATA.csv,"Scikit-learn, Statistics, NumPy",__NA__,__NA__,Medium,Finance,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,153000,153000,SGD,15,Masters,__NA__,Remote
147,DATA.csv,"Scikit-learn, SQL, Statistics",__NA__,__NA__,Large,Consulting,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,172000,172000,SGD,12,Diploma,__NA__,Remote
148,DATA.csv,"MLflow, PyTorch, Docker",__NA__,__NA__,Large,Technology,Paris,France,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2024,117700,117700,EUR,15,PhD,__NA__,Remote
149,DATA.csv,"NumPy, Pandas, Python",__NA__,__NA__,Large,Finance,Munich,Germany,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,121000,121000,EUR,12,PhD,__NA__,Remote
150,DATA.csv,"PyTorch, RAG, Transformers",__NA__,__NA__,Startup,E-commerce,Toronto,Canada,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,113750,113750,CAD,5,Bachelors,__NA__,Hybrid
151,DATA.csv,"LLMs, A/B Testing, Prompt Engineering",__NA__,__NA__,Large,Technology,Edinburgh,United Kingdom,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,111550,111550,GBP,7,Bachelors,__NA__,Hybrid
152,DATA.csv,"Deep Learning, Reinforcement Learning, Distributed Training",__NA__,__NA__,Startup,Education,Austin,United States,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,374400,374400,USD,14,Bachelors,__NA__,Remote
153,DATA.csv,"NumPy, Scikit-learn, Python",__NA__,__NA__,Medium,Technology,Berlin,Germany,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2025,135000,135000,EUR,6,Bachelors,__NA__,Remote
154,DATA.csv,"Scikit-learn, Statistics, SQL",__NA__,__NA__,Startup,Technology,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,373000,373000,AED,4,Masters,__NA__,Onsite
155,DATA.csv,"SQL, Statistics, NumPy",__NA__,__NA__,Startup,Consulting,San Francisco,United States,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,218000,218000,USD,12,PhD,__NA__,Remote
156,DATA.csv,"PyTorch, Distributed Training, Transformers",__NA__,__NA__,Medium,Education,Amsterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2020,157300,157300,EUR,13,Diploma,__NA__,Remote
157,DATA.csv,"Python, A/B Testing, Prompt Engineering",__NA__,__NA__,Medium,Healthcare,Gurugram,India,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,2781850,2781850,INR,11,Masters,__NA__,Onsite
158,DATA.csv,"Kubernetes, MLflow, Docker",__NA__,__NA__,Startup,E-commerce,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2021,134200,134200,AUD,2,Bachelors,__NA__,Hybrid
159,DATA.csv,"Kubernetes, PyTorch, Python",__NA__,__NA__,Medium,Technology,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2022,124300,124300,SGD,4,Masters,__NA__,Hybrid
160,DATA.csv,"LLMs, Prompt Engineering, Python",__NA__,__NA__,Startup,Finance,Amsterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2020,102350,102350,EUR,0,PhD,__NA__,Hybrid
161,DATA.csv,"TensorFlow, MLflow, Python",__NA__,__NA__,Large,Education,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2023,73700,73700,EUR,1,Masters,__NA__,Onsite
162,DATA.csv,"Pandas, Statistics, Python",__NA__,__NA__,Medium,Finance,Paris,France,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,76000,76000,EUR,6,PhD,__NA__,Onsite
163,DATA.csv,"Prompt Engineering, Evaluation, Python",__NA__,__NA__,Startup,Finance,Hyderabad,India,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2021,2120600,2120600,INR,10,Masters,__NA__,Hybrid
164,DATA.csv,"Deep Learning, Reinforcement Learning, PyTorch",__NA__,__NA__,Startup,Healthcare,Ottawa,Canada,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2020,178100,178100,CAD,12,Diploma,__NA__,Onsite
165,DATA.csv,"Vector Databases, Python, RAG",__NA__,__NA__,Medium,Consulting,Dubai,UAE,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2025,342500,342500,AED,6,Masters,__NA__,Onsite
166,DATA.csv,"Distributed Training, Deep Learning, Reinforcement Learning",__NA__,__NA__,Large,Education,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,410800,410800,AED,0,Masters,__NA__,Onsite
167,DATA.csv,"Distributed Training, Transformers, PyTorch",__NA__,__NA__,Medium,Consulting,Austin,United States,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,231400,231400,USD,7,Masters,__NA__,Hybrid
168,DATA.csv,"Vector Databases, Python, LangChain",__NA__,__NA__,Startup,E-commerce,London,United Kingdom,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,78750,78750,GBP,4,Diploma,__NA__,Remote
169,DATA.csv,"Docker, Python, Kubernetes",__NA__,__NA__,Startup,Consulting,Munich,Germany,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2023,156200,156200,EUR,13,Diploma,__NA__,Onsite
170,DATA.csv,"Prompt Engineering, Python, Evaluation",__NA__,__NA__,Medium,Healthcare,Toronto,Canada,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,166750,166750,CAD,13,Bachelors,__NA__,Remote
171,DATA.csv,"A/B Testing, Python, Prompt Engineering",__NA__,__NA__,Startup,E-commerce,Ottawa,Canada,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2022,129950,129950,CAD,11,PhD,__NA__,Onsite
172,DATA.csv,"TensorFlow, Python, Kubernetes",__NA__,__NA__,Medium,Finance,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,198000,198000,AUD,11,Masters,__NA__,Hybrid
173,DATA.csv,"Pandas, SQL, Scikit-learn",__NA__,__NA__,Large,Finance,Manchester,United Kingdom,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,122000,122000,GBP,14,PhD,__NA__,Remote
174,DATA.csv,"Evaluation, Python, A/B Testing",__NA__,__NA__,Startup,Healthcare,Berlin,Germany,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,180550,180550,EUR,15,PhD,__NA__,Onsite
175,DATA.csv,"Kubernetes, Docker, PyTorch",__NA__,__NA__,Medium,Healthcare,Marseille,France,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2021,118800,118800,EUR,7,PhD,__NA__,Onsite
176,DATA.csv,"PyTorch, RAG, LangChain",__NA__,__NA__,Large,Education,Berlin,Germany,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2022,206250,206250,EUR,12,Diploma,__NA__,Remote
177,DATA.csv,"PyTorch, LangChain, Transformers",__NA__,__NA__,Startup,E-commerce,Marseille,France,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,92500,92500,EUR,5,Masters,__NA__,Hybrid
178,DATA.csv,"Python, SQL, NumPy",__NA__,__NA__,Startup,Finance,Montreal,Canada,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,119000,119000,CAD,1,Masters,__NA__,Onsite
179,DATA.csv,"Kubernetes, PyTorch, Python",__NA__,__NA__,Medium,Consulting,Cambridge,United Kingdom,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2025,70400,70400,GBP,5,PhD,__NA__,Onsite
180,DATA.csv,"LangChain, RAG, Python",__NA__,__NA__,Medium,Finance,Ottawa,Canada,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2024,157500,157500,CAD,9,Masters,__NA__,Hybrid
181,DATA.csv,"Python, Statistics, SQL",__NA__,__NA__,Startup,E-commerce,Noida,India,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,2099000,2099000,INR,9,Bachelors,__NA__,Onsite
182,DATA.csv,"Python, MLflow, TensorFlow",__NA__,__NA__,Medium,Technology,Boston,United States,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2023,203500,203500,USD,10,PhD,__NA__,Hybrid
183,DATA.csv,"TensorFlow, Docker, MLflow",__NA__,__NA__,Large,Technology,Cambridge,United Kingdom,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2021,125400,125400,GBP,13,Bachelors,__NA__,Onsite
184,DATA.csv,"LLMs, Prompt Engineering, Evaluation",__NA__,__NA__,Large,Finance,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,129950,129950,SGD,1,Masters,__NA__,Hybrid
185,DATA.csv,"LLMs, A/B Testing, Python",__NA__,__NA__,Medium,Healthcare,New York,United States,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,190900,190900,USD,11,Bachelors,__NA__,Onsite
186,DATA.csv,"Pandas, Scikit-learn, NumPy",__NA__,__NA__,Startup,Finance,Vancouver,Canada,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2025,110000,110000,CAD,3,Diploma,__NA__,Onsite
187,DATA.csv,"Docker, TensorFlow, Kubernetes",__NA__,__NA__,Large,E-commerce,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2024,141900,141900,AUD,5,Masters,__NA__,Remote
188,DATA.csv,"LLMs, Evaluation, Prompt Engineering",__NA__,__NA__,Startup,Consulting,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2022,120750,120750,EUR,6,PhD,__NA__,Onsite
189,DATA.csv,"Vector Databases, RAG, Transformers",__NA__,__NA__,Startup,Finance,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,292500,292500,AUD,13,PhD,__NA__,Remote
190,DATA.csv,"LLMs, Evaluation, Prompt Engineering",__NA__,__NA__,Medium,Technology,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2021,192050,192050,AUD,11,Diploma,__NA__,Remote
191,DATA.csv,"Scikit-learn, NumPy, Python",__NA__,__NA__,Medium,Healthcare,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,187000,187000,SGD,15,Diploma,__NA__,Remote
192,DATA.csv,"Docker, MLflow, PyTorch",__NA__,__NA__,Medium,Finance,New York,United States,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,331100,331100,USD,15,Masters,__NA__,Remote
193,DATA.csv,"NumPy, Python, SQL",__NA__,__NA__,Medium,Education,Cambridge,United Kingdom,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2025,115000,115000,GBP,12,Bachelors,__NA__,Onsite
194,DATA.csv,"A/B Testing, Python, Evaluation",__NA__,__NA__,Large,E-commerce,Boston,United States,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,280600,280600,USD,10,Bachelors,__NA__,Remote
195,DATA.csv,"Statistics, SQL, NumPy",__NA__,__NA__,Medium,Consulting,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,216000,216000,AUD,13,Diploma,__NA__,Onsite
196,DATA.csv,"Transformers, Vector Databases, PyTorch",__NA__,__NA__,Startup,Healthcare,Eindhoven,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,157500,157500,EUR,11,Diploma,__NA__,Hybrid
197,DATA.csv,"RAG, Transformers, Python",__NA__,__NA__,Large,Technology,Amsterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,146250,146250,EUR,9,Bachelors,__NA__,Hybrid
198,DATA.csv,"Python, A/B Testing, Prompt Engineering",__NA__,__NA__,Medium,E-commerce,Dubai,UAE,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,450800,450800,AED,7,PhD,__NA__,Remote
199,DATA.csv,"Scikit-learn, SQL, NumPy",__NA__,__NA__,Medium,Education,Seattle,United States,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,207000,207000,USD,13,PhD,__NA__,Onsite
200,DATA.csv,"Python, LLMs, Evaluation",__NA__,__NA__,Large,Education,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,121900,121900,AUD,5,Masters,__NA__,Hybrid
201,DATA.csv,"Vector Databases, Python, RAG",__NA__,__NA__,Large,Education,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2022,571250,571250,AED,13,PhD,__NA__,Hybrid
202,DATA.csv,"Scikit-learn, Python, SQL",__NA__,__NA__,Large,Education,Vancouver,Canada,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,88000,88000,CAD,1,Masters,__NA__,Remote
203,DATA.csv,"RAG, Transformers, PyTorch",__NA__,__NA__,Medium,Consulting,Amsterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,140000,140000,EUR,12,PhD,__NA__,Remote
204,DATA.csv,"Reinforcement Learning, Transformers, Deep Learning",__NA__,__NA__,Large,E-commerce,Gurugram,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,2453100,2453100,INR,14,Diploma,__NA__,Hybrid
205,DATA.csv,"Python, A/B Testing, Evaluation",__NA__,__NA__,Medium,Finance,Eindhoven,Netherlands,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,142600,142600,EUR,13,Diploma,__NA__,Hybrid
206,DATA.csv,"Distributed Training, Transformers, PyTorch",__NA__,__NA__,Large,Education,Berlin,Germany,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2022,152100,152100,EUR,15,Diploma,__NA__,Onsite
207,DATA.csv,"Python, RAG, Transformers",__NA__,__NA__,Startup,Healthcare,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2024,187500,187500,AUD,15,PhD,__NA__,Onsite
208,DATA.csv,"Prompt Engineering, Evaluation, A/B Testing",__NA__,__NA__,Startup,Consulting,Hamburg,Germany,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,144900,144900,EUR,10,Masters,__NA__,Remote
209,DATA.csv,"PyTorch, Docker, MLflow",__NA__,__NA__,Startup,Consulting,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2023,128700,128700,SGD,3,Bachelors,__NA__,Hybrid
210,DATA.csv,"TensorFlow, Docker, Python",__NA__,__NA__,Large,Education,Munich,Germany,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2024,190300,190300,EUR,12,Masters,__NA__,Hybrid
211,DATA.csv,"Kubernetes, Python, Docker",__NA__,__NA__,Startup,Technology,Ottawa,Canada,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2024,129800,129800,CAD,11,PhD,__NA__,Remote
212,DATA.csv,"RAG, PyTorch, Transformers",__NA__,__NA__,Medium,Education,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2024,672500,672500,AED,15,Masters,__NA__,Onsite
213,DATA.csv,"Evaluation, Prompt Engineering, LLMs",__NA__,__NA__,Large,Healthcare,Manchester,United Kingdom,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,113850,113850,GBP,4,PhD,__NA__,Onsite
214,DATA.csv,"A/B Testing, LLMs, Prompt Engineering",__NA__,__NA__,Startup,Finance,Pune,India,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,2232150,2232150,INR,6,Bachelors,__NA__,Hybrid
215,DATA.csv,"Evaluation, LLMs, Prompt Engineering",__NA__,__NA__,Medium,Education,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2021,194350,194350,SGD,15,Diploma,__NA__,Remote
